,i,channels,height,width,aspect,labelSize
35,35.0,3.0,480.0,640.0,1.3333333333333333,0.01099031130472819
36,36.0,3.0,480.0,640.0,1.3333333333333333,0.00925203005472819
37,37.0,3.0,480.0,640.0,1.3333333333333333,0.04036515553792318
38,38.0,3.0,480.0,640.0,1.3333333333333333,0.10999338785807292
39,39.0,3.0,480.0,640.0,1.3333333333333333,0.09981798171997071
40,40.0,3.0,480.0,640.0,1.3333333333333333,0.032077306111653645
41,41.0,3.0,480.0,640.0,1.3333333333333333,0.0052577360471089685
42,42.0,3.0,480.0,640.0,1.3333333333333333,0.022137012481689453
43,43.0,3.0,480.0,640.0,1.3333333333333333,0.03721502304077148
44,44.0,3.0,480.0,640.0,1.3333333333333333,0.012781607309977213
45,45.0,3.0,480.0,640.0,1.3333333333333333,0.003761105934778849
46,46.0,3.0,480.0,640.0,1.3333333333333333,0.007800832589467366
47,47.0,3.0,480.0,640.0,1.3333333333333333,0.004975132544835409
48,48.0,3.0,480.0,640.0,1.3333333333333333,0.008729025522867839
49,49.0,3.0,480.0,640.0,1.3333333333333333,0.15306255340576172
50,50.0,3.0,480.0,640.0,1.3333333333333333,0.01133320649464925
51,51.0,3.0,480.0,640.0,1.3333333333333333,0.0059427086512247726
52,52.0,3.0,480.0,640.0,1.3333333333333333,0.001957465410232544
53,53.0,3.0,480.0,640.0,1.3333333333333333,0.01851683775583903
54,54.0,3.0,480.0,640.0,1.3333333333333333,0.0032832030455271404
55,55.0,3.0,480.0,640.0,1.3333333333333333,0.042902418772379554
56,56.0,3.0,480.0,640.0,1.3333333333333333,0.0032500380277633665
57,57.0,3.0,480.0,640.0,1.3333333333333333,0.00442733883857727
58,58.0,3.0,480.0,640.0,1.3333333333333333,0.041404310862223306
59,59.0,3.0,480.0,640.0,1.3333333333333333,0.014566151301066081
60,60.0,3.0,480.0,640.0,1.3333333333333333,0.01723769505818685
61,61.0,3.0,480.0,640.0,1.3333333333333333,0.15708016713460288
62,62.0,3.0,480.0,640.0,1.3333333333333333,0.12008677164713542
63,63.0,3.0,480.0,640.0,1.3333333333333333,0.043580478032430016
64,64.0,3.0,480.0,640.0,1.3333333333333333,0.025686402320861817
65,65.0,3.0,480.0,640.0,1.3333333333333333,0.012095907529195149
66,66.0,3.0,480.0,640.0,1.3333333333333333,0.039735536575317386
67,67.0,3.0,480.0,640.0,1.3333333333333333,0.018537185986836752
68,68.0,3.0,480.0,640.0,1.3333333333333333,0.006774535179138183
69,69.0,3.0,480.0,640.0,1.3333333333333333,0.035997689565022785
70,70.0,3.0,480.0,640.0,1.3333333333333333,0.02598115603129069
71,71.0,3.0,480.0,640.0,1.3333333333333333,0.010221749146779379
72,72.0,3.0,480.0,640.0,1.3333333333333333,0.03266480445861816
73,73.0,3.0,480.0,640.0,1.3333333333333333,0.055959676106770835
74,74.0,3.0,480.0,640.0,1.3333333333333333,0.1210675303141276
75,75.0,3.0,480.0,640.0,1.3333333333333333,0.006030394236246745
76,76.0,3.0,480.0,640.0,1.3333333333333333,0.10836174011230469
77,77.0,3.0,480.0,640.0,1.3333333333333333,0.012375077406565349
78,78.0,3.0,480.0,640.0,1.3333333333333333,0.01350968837738037
79,79.0,3.0,480.0,640.0,1.3333333333333333,0.0030544193585713706
80,80.0,3.0,480.0,640.0,1.3333333333333333,0.002829797466595968
81,81.0,3.0,480.0,640.0,1.3333333333333333,0.045631179809570314
82,82.0,3.0,480.0,640.0,1.3333333333333333,0.009394696553548177
83,83.0,3.0,480.0,640.0,1.3333333333333333,0.006271752119064331
84,84.0,3.0,480.0,640.0,1.3333333333333333,0.00928154468536377
85,85.0,3.0,480.0,640.0,1.3333333333333333,0.06433398564656576
86,86.0,3.0,480.0,640.0,1.3333333333333333,0.004239085515340169
87,87.0,3.0,480.0,640.0,1.3333333333333333,0.007424530188242595
88,88.0,3.0,480.0,640.0,1.3333333333333333,0.009514475663503011
89,89.0,3.0,480.0,640.0,1.3333333333333333,0.004180594285329183
90,90.0,3.0,480.0,640.0,1.3333333333333333,0.0035567935307820636
91,91.0,3.0,480.0,640.0,1.3333333333333333,0.012280942598978679
92,92.0,3.0,480.0,640.0,1.3333333333333333,0.006745532353719075
93,93.0,3.0,480.0,640.0,1.3333333333333333,0.0012673611442248027
94,94.0,3.0,480.0,640.0,1.3333333333333333,0.02019259293874105
95,95.0,3.0,480.0,640.0,1.3333333333333333,0.013471186955769857
96,96.0,3.0,480.0,640.0,1.3333333333333333,0.038177782694498695
97,97.0,3.0,480.0,640.0,1.3333333333333333,0.009331993261973063
98,98.0,3.0,480.0,640.0,1.3333333333333333,0.003502297401428223
99,99.0,3.0,480.0,640.0,1.3333333333333333,0.010708614190419515
100,100.0,3.0,480.0,640.0,1.3333333333333333,0.03197934468587239
101,101.0,3.0,480.0,640.0,1.3333333333333333,0.019709850947062176
102,102.0,3.0,480.0,640.0,1.3333333333333333,0.004545674721399943
103,103.0,3.0,480.0,640.0,1.3333333333333333,0.002172040939331055
104,104.0,3.0,480.0,640.0,1.3333333333333333,0.05669268290201823
105,105.0,3.0,480.0,640.0,1.3333333333333333,0.02878066380818685
106,106.0,3.0,480.0,640.0,1.3333333333333333,0.005486085414886475
107,107.0,3.0,480.0,640.0,1.3333333333333333,0.011584891478220621
108,108.0,3.0,480.0,640.0,1.3333333333333333,0.03114667256673177
109,109.0,3.0,480.0,640.0,1.3333333333333333,0.016046314239501952
110,110.0,3.0,480.0,640.0,1.3333333333333333,0.005032385985056559
111,111.0,3.0,480.0,640.0,1.3333333333333333,0.002777177890141805
112,112.0,3.0,480.0,640.0,1.3333333333333333,0.01797371546427409
113,113.0,3.0,480.0,640.0,1.3333333333333333,0.29217918395996095
114,114.0,3.0,480.0,640.0,1.3333333333333333,0.007265957196553549
115,115.0,3.0,480.0,640.0,1.3333333333333333,0.009068117141723633
116,116.0,3.0,480.0,640.0,1.3333333333333333,0.008425385157267252
117,117.0,3.0,480.0,640.0,1.3333333333333333,0.0016906021038691204
118,118.0,3.0,480.0,640.0,1.3333333333333333,0.008841311931610108
119,119.0,3.0,480.0,640.0,1.3333333333333333,0.042950674692789716
120,120.0,3.0,480.0,640.0,1.3333333333333333,0.05111560185750325
121,121.0,3.0,480.0,640.0,1.3333333333333333,0.06080605824788411
122,122.0,3.0,480.0,640.0,1.3333333333333333,0.08393231709798177
123,123.0,3.0,480.0,640.0,1.3333333333333333,0.007396740118662516
124,124.0,3.0,480.0,640.0,1.3333333333333333,0.01179141124089559
125,125.0,3.0,480.0,640.0,1.3333333333333333,0.008707810242970784
126,126.0,3.0,480.0,640.0,1.3333333333333333,0.008552950223286946
127,127.0,3.0,480.0,640.0,1.3333333333333333,0.012621796131134034
128,128.0,3.0,480.0,640.0,1.3333333333333333,0.02760822296142578
129,129.0,3.0,480.0,640.0,1.3333333333333333,0.012189249197642008
130,130.0,3.0,480.0,640.0,1.3333333333333333,0.003277918497721354
131,131.0,3.0,480.0,640.0,1.3333333333333333,0.0012115630507469177
132,132.0,3.0,480.0,640.0,1.3333333333333333,0.015275160471598307
133,133.0,3.0,480.0,640.0,1.3333333333333333,0.003442619244257609
134,134.0,3.0,480.0,640.0,1.3333333333333333,0.009119983514149983
135,135.0,3.0,480.0,640.0,1.3333333333333333,0.02007185618082682
136,136.0,3.0,480.0,640.0,1.3333333333333333,0.005508859157562256
137,137.0,3.0,480.0,640.0,1.3333333333333333,0.0056120681762695315
138,138.0,3.0,480.0,640.0,1.3333333333333333,0.01394791603088379
139,139.0,3.0,480.0,640.0,1.3333333333333333,0.012732613881429036
140,140.0,3.0,480.0,640.0,1.3333333333333333,0.010654756228129069
141,141.0,3.0,480.0,640.0,1.3333333333333333,0.00609092911084493
142,142.0,3.0,480.0,640.0,1.3333333333333333,0.005155675808588664
143,143.0,3.0,480.0,640.0,1.3333333333333333,0.008013978004455566
144,144.0,3.0,480.0,640.0,1.3333333333333333,0.09338078180948893
145,145.0,3.0,480.0,640.0,1.3333333333333333,0.007294360001881917
146,146.0,3.0,480.0,640.0,1.3333333333333333,0.0592074712117513
147,147.0,3.0,480.0,640.0,1.3333333333333333,0.02223146438598633
148,148.0,3.0,480.0,640.0,1.3333333333333333,0.02506202697753906
149,149.0,3.0,480.0,640.0,1.3333333333333333,0.01693799654642741
150,150.0,3.0,480.0,640.0,1.3333333333333333,0.00478340744972229
151,151.0,3.0,480.0,640.0,1.3333333333333333,0.025903250376383465
152,152.0,3.0,480.0,640.0,1.3333333333333333,0.031082859039306642
153,153.0,3.0,480.0,640.0,1.3333333333333333,0.042952597935994465
154,154.0,3.0,480.0,640.0,1.3333333333333333,0.060411599477132163
155,155.0,3.0,480.0,640.0,1.3333333333333333,0.06867153803507486
156,156.0,3.0,480.0,640.0,1.3333333333333333,0.02543704032897949
157,157.0,3.0,480.0,640.0,1.3333333333333333,0.01809791088104248
158,158.0,3.0,480.0,640.0,1.3333333333333333,0.011736520131429036
159,159.0,3.0,480.0,640.0,1.3333333333333333,0.018204441070556642
160,160.0,3.0,480.0,640.0,1.3333333333333333,0.028375244140625
161,161.0,3.0,480.0,640.0,1.3333333333333333,0.016597348848978677
162,162.0,3.0,480.0,640.0,1.3333333333333333,0.054675267537434895
163,163.0,3.0,480.0,640.0,1.3333333333333333,0.010217742125193278
164,164.0,3.0,480.0,640.0,1.3333333333333333,0.0027041463057200115
165,165.0,3.0,480.0,640.0,1.3333333333333333,0.021030139923095704
166,166.0,3.0,480.0,640.0,1.3333333333333333,0.013249566555023193
167,167.0,3.0,480.0,640.0,1.3333333333333333,0.01286919116973877
168,168.0,3.0,480.0,640.0,1.3333333333333333,0.049789355595906575
169,169.0,3.0,480.0,640.0,1.3333333333333333,0.06066921869913737
170,170.0,3.0,480.0,640.0,1.3333333333333333,0.005216350555419922
171,171.0,3.0,480.0,640.0,1.3333333333333333,0.014997153282165528
172,172.0,3.0,480.0,640.0,1.3333333333333333,0.015680618286132812
173,173.0,3.0,480.0,640.0,1.3333333333333333,0.007012969652811687
174,174.0,3.0,480.0,640.0,1.3333333333333333,0.05863211313883464
175,175.0,3.0,480.0,640.0,1.3333333333333333,0.002425794005393982
176,176.0,3.0,480.0,640.0,1.3333333333333333,0.0017276986440022785
177,177.0,3.0,480.0,640.0,1.3333333333333333,0.008362298806508382
178,178.0,3.0,480.0,640.0,1.3333333333333333,0.0573167355855306
179,179.0,3.0,480.0,640.0,1.3333333333333333,0.018906377156575522
180,180.0,3.0,480.0,640.0,1.3333333333333333,0.05268705368041992
181,181.0,3.0,480.0,640.0,1.3333333333333333,0.0005058848857879639
182,182.0,3.0,480.0,640.0,1.3333333333333333,0.004030535221099854
183,183.0,3.0,480.0,640.0,1.3333333333333333,0.0044238662719726565
184,184.0,3.0,480.0,640.0,1.3333333333333333,0.027044321695963543
185,185.0,3.0,480.0,640.0,1.3333333333333333,0.013086191813151042
186,186.0,3.0,480.0,640.0,1.3333333333333333,0.005342703262964884
187,187.0,3.0,480.0,640.0,1.3333333333333333,0.019790274302164713
188,188.0,3.0,480.0,640.0,1.3333333333333333,0.004874782959620158
189,189.0,3.0,480.0,640.0,1.3333333333333333,0.06057281494140625
190,190.0,3.0,480.0,640.0,1.3333333333333333,0.06285680770874023
191,191.0,3.0,480.0,640.0,1.3333333333333333,0.012807445526123047
192,192.0,3.0,480.0,640.0,1.3333333333333333,0.013130425612131754
193,193.0,3.0,480.0,640.0,1.3333333333333333,0.028370161056518555
194,194.0,3.0,480.0,640.0,1.3333333333333333,0.08306403477986654
195,195.0,3.0,480.0,640.0,1.3333333333333333,0.056293697357177735
196,196.0,3.0,480.0,640.0,1.3333333333333333,0.002776552438735962
197,197.0,3.0,480.0,640.0,1.3333333333333333,0.1471734873453776
198,198.0,3.0,480.0,640.0,1.3333333333333333,0.003353068828582764
199,199.0,3.0,480.0,640.0,1.3333333333333333,0.09334973653157552
200,200.0,3.0,480.0,640.0,1.3333333333333333,0.27072235107421877
201,201.0,3.0,480.0,640.0,1.3333333333333333,0.035297730763753254
202,202.0,3.0,480.0,640.0,1.3333333333333333,0.0701840082804362
203,203.0,3.0,480.0,640.0,1.3333333333333333,0.044851551055908205
204,204.0,3.0,480.0,640.0,1.3333333333333333,0.003464996814727783
205,205.0,3.0,480.0,640.0,1.3333333333333333,0.015897887547810872
206,206.0,3.0,480.0,640.0,1.3333333333333333,0.015061275164286295
207,207.0,3.0,480.0,640.0,1.3333333333333333,0.0047485963503519696
208,208.0,3.0,480.0,640.0,1.3333333333333333,0.004241664409637452
209,209.0,3.0,480.0,640.0,1.3333333333333333,0.004576018651326497
210,210.0,3.0,480.0,640.0,1.3333333333333333,0.011936057408650716
211,211.0,3.0,480.0,640.0,1.3333333333333333,0.0063485240936279295
212,212.0,3.0,480.0,640.0,1.3333333333333333,0.001684563954671224
213,213.0,3.0,480.0,640.0,1.3333333333333333,0.001185559630393982
214,214.0,3.0,480.0,640.0,1.3333333333333333,0.0027142439285914102
215,215.0,3.0,480.0,640.0,1.3333333333333333,0.036111278533935545
216,216.0,3.0,480.0,640.0,1.3333333333333333,0.05036020278930664
217,217.0,3.0,480.0,640.0,1.3333333333333333,0.006713401476542155
218,218.0,3.0,480.0,640.0,1.3333333333333333,0.0018880589803059896
219,219.0,3.0,480.0,640.0,1.3333333333333333,0.019403378168741863
220,220.0,3.0,480.0,640.0,1.3333333333333333,0.004681832393010457
221,221.0,3.0,480.0,640.0,1.3333333333333333,0.0013860294222831726
222,222.0,3.0,480.0,640.0,1.3333333333333333,0.008070695400238036
223,223.0,3.0,480.0,640.0,1.3333333333333333,0.0036567350228627524
224,224.0,3.0,480.0,640.0,1.3333333333333333,0.013323925336201985
225,225.0,3.0,480.0,640.0,1.3333333333333333,0.011345345179239909
226,226.0,3.0,480.0,640.0,1.3333333333333333,0.1134957758585612
227,227.0,3.0,480.0,640.0,1.3333333333333333,0.006789088249206543
228,228.0,3.0,480.0,640.0,1.3333333333333333,0.015636170705159505
229,229.0,3.0,480.0,640.0,1.3333333333333333,0.03587734858194987
230,230.0,3.0,480.0,640.0,1.3333333333333333,0.0417064094543457
231,231.0,3.0,480.0,640.0,1.3333333333333333,0.14949570973714194
232,232.0,3.0,480.0,640.0,1.3333333333333333,0.05909884134928385
233,233.0,3.0,480.0,640.0,1.3333333333333333,0.012931436697642008
234,234.0,3.0,480.0,640.0,1.3333333333333333,0.006103221972783407
235,235.0,3.0,480.0,640.0,1.3333333333333333,0.033525250752766925
236,236.0,3.0,480.0,640.0,1.3333333333333333,0.006963949998219808
237,237.0,3.0,480.0,640.0,1.3333333333333333,0.09367645263671875
238,238.0,3.0,480.0,640.0,1.3333333333333333,0.011605966885884602
239,239.0,3.0,480.0,640.0,1.3333333333333333,0.1731789779663086
240,240.0,3.0,480.0,640.0,1.3333333333333333,0.0828633181254069
241,241.0,3.0,480.0,640.0,1.3333333333333333,0.02347999890645345
242,242.0,3.0,480.0,640.0,1.3333333333333333,0.0042711269855499265
243,243.0,3.0,480.0,640.0,1.3333333333333333,0.030115544001261395
244,244.0,3.0,480.0,640.0,1.3333333333333333,0.001777331034342448
245,245.0,3.0,480.0,640.0,1.3333333333333333,0.042723779678344724
246,246.0,3.0,480.0,640.0,1.3333333333333333,0.012558989524841309
247,247.0,3.0,480.0,640.0,1.3333333333333333,0.1403517532348633
248,248.0,3.0,480.0,640.0,1.3333333333333333,0.23352389017740885
249,249.0,3.0,480.0,640.0,1.3333333333333333,0.14131983439127604
250,250.0,3.0,480.0,640.0,1.3333333333333333,0.0414495309193929
251,251.0,3.0,480.0,640.0,1.3333333333333333,0.007262178262074788
252,252.0,3.0,480.0,640.0,1.3333333333333333,0.020096022288004556
253,253.0,3.0,480.0,640.0,1.3333333333333333,0.02124311923980713
254,254.0,3.0,480.0,640.0,1.3333333333333333,0.010177836418151856
255,255.0,3.0,480.0,640.0,1.3333333333333333,0.012745532194773356
256,256.0,3.0,480.0,640.0,1.3333333333333333,0.03336174011230469
257,257.0,3.0,480.0,640.0,1.3333333333333333,0.0029906300703684487
258,258.0,3.0,480.0,640.0,1.3333333333333333,0.010261654059092204
259,259.0,3.0,480.0,640.0,1.3333333333333333,0.006932586034138997
260,260.0,3.0,480.0,640.0,1.3333333333333333,0.028864625295003256
261,261.0,3.0,480.0,640.0,1.3333333333333333,0.016754339536031088
262,262.0,3.0,480.0,640.0,1.3333333333333333,0.003847209612528483
263,263.0,3.0,480.0,640.0,1.3333333333333333,0.3283940124511719
264,264.0,3.0,480.0,640.0,1.3333333333333333,0.01161548932393392
265,265.0,3.0,480.0,640.0,1.3333333333333333,0.003891084591547648
266,266.0,3.0,480.0,640.0,1.3333333333333333,0.0007761565844217936
267,267.0,3.0,480.0,640.0,1.3333333333333333,0.0031842066844304405
268,268.0,3.0,480.0,640.0,1.3333333333333333,0.0054038373629252115
269,269.0,3.0,480.0,640.0,1.3333333333333333,0.0024723243713378907
270,270.0,3.0,480.0,640.0,1.3333333333333333,0.010841388702392579
271,271.0,3.0,480.0,640.0,1.3333333333333333,0.053380540211995446
272,272.0,3.0,480.0,640.0,1.3333333333333333,0.05158430735270182
273,273.0,3.0,480.0,640.0,1.3333333333333333,0.03360632260640462
274,274.0,3.0,480.0,640.0,1.3333333333333333,0.005803078810373942
275,275.0,3.0,480.0,640.0,1.3333333333333333,0.007672041257222493
276,276.0,3.0,480.0,640.0,1.3333333333333333,0.004732549587885539
277,277.0,3.0,480.0,640.0,1.3333333333333333,0.03650929450988769
278,278.0,3.0,480.0,640.0,1.3333333333333333,0.042057743072509764
279,279.0,3.0,480.0,640.0,1.3333333333333333,0.021696564356486002
280,280.0,3.0,480.0,640.0,1.3333333333333333,0.0011351996660232545
281,281.0,3.0,480.0,640.0,1.3333333333333333,0.003113230069478353
282,282.0,3.0,480.0,640.0,1.3333333333333333,0.00693379799524943
283,283.0,3.0,480.0,640.0,1.3333333333333333,0.007716439565022787
284,284.0,3.0,480.0,640.0,1.3333333333333333,0.10519938786824544
285,285.0,3.0,480.0,640.0,1.3333333333333333,0.00249703844388326
286,286.0,3.0,480.0,640.0,1.3333333333333333,0.023354128201802573
287,287.0,3.0,480.0,640.0,1.3333333333333333,0.03423498789469401
288,288.0,3.0,480.0,640.0,1.3333333333333333,0.025092384020487468
289,289.0,3.0,480.0,640.0,1.3333333333333333,0.07577875137329101
290,290.0,3.0,480.0,640.0,1.3333333333333333,0.006591937144597371
291,291.0,3.0,480.0,640.0,1.3333333333333333,0.004101537068684896
292,292.0,3.0,480.0,640.0,1.3333333333333333,0.006431423823038737
293,293.0,3.0,480.0,640.0,1.3333333333333333,0.0015774611632029215
294,294.0,3.0,480.0,640.0,1.3333333333333333,0.16527505238850912
295,295.0,3.0,480.0,640.0,1.3333333333333333,0.0032409238815307617
296,296.0,3.0,480.0,640.0,1.3333333333333333,0.0018253930409749348
297,297.0,3.0,480.0,640.0,1.3333333333333333,0.014426674842834473
298,298.0,3.0,480.0,640.0,1.3333333333333333,0.048200918833414715
299,299.0,3.0,480.0,640.0,1.3333333333333333,0.012468456427256266
300,300.0,3.0,480.0,640.0,1.3333333333333333,0.059598223368326826
301,301.0,3.0,480.0,640.0,1.3333333333333333,0.09139446894327799
302,302.0,3.0,480.0,640.0,1.3333333333333333,0.02168893019358317
303,303.0,3.0,480.0,640.0,1.3333333333333333,0.017165287335713705
304,304.0,3.0,480.0,640.0,1.3333333333333333,0.033116995493570965
305,305.0,3.0,480.0,640.0,1.3333333333333333,0.11724071502685547
306,306.0,3.0,480.0,640.0,1.3333333333333333,0.13570238749186198
307,307.0,3.0,480.0,640.0,1.3333333333333333,0.08593774159749348
308,308.0,3.0,480.0,640.0,1.3333333333333333,0.029014565149943033
309,309.0,3.0,480.0,640.0,1.3333333333333333,0.04231118520100911
310,310.0,3.0,480.0,640.0,1.3333333333333333,0.016834049224853515
311,311.0,3.0,480.0,640.0,1.3333333333333333,0.012203660806020101
312,312.0,3.0,480.0,640.0,1.3333333333333333,0.05074485460917155
313,313.0,3.0,480.0,640.0,1.3333333333333333,0.003778824806213379
314,314.0,3.0,480.0,640.0,1.3333333333333333,0.0021072685718536376
315,315.0,3.0,480.0,640.0,1.3333333333333333,0.14168099721272787
316,316.0,3.0,480.0,640.0,1.3333333333333333,0.1770398457845052
317,317.0,3.0,480.0,640.0,1.3333333333333333,0.024229432741800946
318,318.0,3.0,480.0,640.0,1.3333333333333333,0.041444800694783526
319,319.0,3.0,480.0,640.0,1.3333333333333333,0.009620161851247151
320,320.0,3.0,480.0,640.0,1.3333333333333333,0.0063170063495635986
321,321.0,3.0,480.0,640.0,1.3333333333333333,0.014889856974283855
322,322.0,3.0,480.0,640.0,1.3333333333333333,0.029614108403523763
323,323.0,3.0,480.0,640.0,1.3333333333333333,0.0011228170990943908
324,324.0,3.0,480.0,640.0,1.3333333333333333,0.010781326293945313
325,325.0,3.0,480.0,640.0,1.3333333333333333,0.00634786049524943
326,326.0,3.0,480.0,640.0,1.3333333333333333,0.0025058849652608234
327,327.0,3.0,480.0,640.0,1.3333333333333333,0.008501455783843995
328,328.0,3.0,480.0,640.0,1.3333333333333333,0.005111174980799357
329,329.0,3.0,480.0,640.0,1.3333333333333333,0.009697113037109375
330,330.0,3.0,480.0,640.0,1.3333333333333333,0.006849928696950277
331,331.0,3.0,480.0,640.0,1.3333333333333333,0.007552658716837565
332,332.0,3.0,480.0,640.0,1.3333333333333333,0.003810942570368449
333,333.0,3.0,480.0,640.0,1.3333333333333333,0.019174734751383465
334,334.0,3.0,480.0,640.0,1.3333333333333333,0.006468635002772013
335,335.0,3.0,480.0,640.0,1.3333333333333333,0.02270466963450114
336,336.0,3.0,480.0,640.0,1.3333333333333333,0.0029537634054819743
337,337.0,3.0,480.0,640.0,1.3333333333333333,0.0011038602391878764
338,338.0,3.0,480.0,640.0,1.3333333333333333,0.012850337028503418
339,339.0,3.0,480.0,640.0,1.3333333333333333,0.00166844109694163
340,340.0,3.0,480.0,640.0,1.3333333333333333,0.006451758543650309
341,341.0,3.0,480.0,640.0,1.3333333333333333,0.010095907847086588
342,342.0,3.0,480.0,640.0,1.3333333333333333,0.002577512264251709
343,343.0,3.0,480.0,640.0,1.3333333333333333,0.005286726554234822
344,344.0,3.0,480.0,640.0,1.3333333333333333,0.006343737045923869
345,345.0,3.0,480.0,640.0,1.3333333333333333,0.0007764246066411337
346,346.0,3.0,480.0,640.0,1.3333333333333333,0.008547512690226237
347,347.0,3.0,480.0,640.0,1.3333333333333333,0.02074634869893392
348,348.0,3.0,480.0,640.0,1.3333333333333333,0.005364724000295003
349,349.0,3.0,480.0,640.0,1.3333333333333333,0.01107206106185913
350,350.0,3.0,480.0,640.0,1.3333333333333333,0.014063342412312826
351,351.0,3.0,480.0,640.0,1.3333333333333333,0.013546388943990071
352,352.0,3.0,480.0,640.0,1.3333333333333333,0.0015288245677947997
353,353.0,3.0,480.0,640.0,1.3333333333333333,0.00029761542876561485
354,354.0,3.0,480.0,640.0,1.3333333333333333,0.003316023349761963
355,355.0,3.0,480.0,640.0,1.3333333333333333,0.0020893585681915285
356,356.0,3.0,480.0,640.0,1.3333333333333333,0.0028519835074742633
357,357.0,3.0,480.0,640.0,1.3333333333333333,0.025338897705078123
358,358.0,3.0,480.0,640.0,1.3333333333333333,0.01010355313618978
359,359.0,3.0,480.0,640.0,1.3333333333333333,0.011629429658253988
360,360.0,3.0,480.0,640.0,1.3333333333333333,0.05474665959676107
361,361.0,3.0,480.0,640.0,1.3333333333333333,0.056222972869873045
362,362.0,3.0,480.0,640.0,1.3333333333333333,0.03633546511332194
363,363.0,3.0,480.0,640.0,1.3333333333333333,0.04409410794576009
364,364.0,3.0,480.0,640.0,1.3333333333333333,0.005738728046417237
365,365.0,3.0,480.0,640.0,1.3333333333333333,0.04549784342447916
366,366.0,3.0,480.0,640.0,1.3333333333333333,0.023309206962585448
367,367.0,3.0,480.0,640.0,1.3333333333333333,0.0031038475036621093
368,368.0,3.0,480.0,640.0,1.3333333333333333,0.012805018424987793
369,369.0,3.0,480.0,640.0,1.3333333333333333,0.05157735506693522
370,370.0,3.0,480.0,640.0,1.3333333333333333,0.00416710098584493
371,371.0,3.0,480.0,640.0,1.3333333333333333,0.0074505074818929035
372,372.0,3.0,480.0,640.0,1.3333333333333333,0.004649075667063395
373,373.0,3.0,480.0,640.0,1.3333333333333333,0.0049667588869730635
374,374.0,3.0,480.0,640.0,1.3333333333333333,0.02423635482788086
375,375.0,3.0,480.0,640.0,1.3333333333333333,0.04326297124226888
376,376.0,3.0,480.0,640.0,1.3333333333333333,0.01475754419962565
377,377.0,3.0,480.0,640.0,1.3333333333333333,0.012554176648457845
378,378.0,3.0,480.0,640.0,1.3333333333333333,0.03355924288431803
379,379.0,3.0,480.0,640.0,1.3333333333333333,0.1685088602701823
380,380.0,3.0,480.0,640.0,1.3333333333333333,0.0045777161916097
381,381.0,3.0,480.0,640.0,1.3333333333333333,0.03880836804707845
382,382.0,3.0,480.0,640.0,1.3333333333333333,0.09347000122070312
383,383.0,3.0,480.0,640.0,1.3333333333333333,0.09408634821573893
384,384.0,3.0,480.0,640.0,1.3333333333333333,0.0007713950673739115
385,385.0,3.0,480.0,640.0,1.3333333333333333,0.011783305009206137
